family,context,variant,weight,seed,split,run_id,config,checkpoint,source,prediction_dir
EINV2,causal,C3,0.2,2027,validation,C3_CausalEINV2_Velocity_JEPA_seed2027,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2027/checkpoints/rabbit02_gpu3_c3_seed2027_epoch_80.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_eval/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2027_validation/submissions
EINV2,causal,C3,0.2,2028,validation,C3_CausalEINV2_Velocity_JEPA_seed2028,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_train/ein_seld/C3_CausalEINV2_Velocity_JEPA_seed2028/checkpoints/rabbit02_gpu3_c3_seed2028_epoch_60.pth,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_eval/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2028_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/C3_CausalEINV2_Velocity_JEPA_seed2026/out_infer/ein_seld/Completion_20260904_C3_CausalEINV2_Velocity_JEPA_seed2028_validation/submissions
EINV2,noncausal,E0,0,2026,validation,EvalAlias_Pilot_E0_best_seed2026,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/EvalAlias_Pilot_E0_best_seed2026/checkpoints/eval_best_epoch_1.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_EvalAlias_Pilot_E0_best_seed2026_validation/submissions
EINV2,noncausal,E0,0,2027,validation,E0_OfflineEINV2_seed2027,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2027/checkpoints/completion_20260904_E0_seed2027_epoch_82.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2027_validation/submissions
EINV2,noncausal,E0,0,2028,validation,E0_OfflineEINV2_seed2028,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E0_OfflineEINV2_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_train/ein_seld/E0_OfflineEINV2_seed2028/checkpoints/completion_20260904_E0_seed2028_epoch_90.pth,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_eval/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/C0p1_CausalEINV2_fix_seed2026/out_infer/ein_seld/Completion_20260904_E0_OfflineEINV2_seed2028_validation/submissions
EINV2,noncausal,E1,0.2,2026,validation,E1_OfflineEINV2_Velocity_seed2026,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E1_OfflineEINV2_Velocity_seed2026_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2026/checkpoints/rabbit02_gpu4_e1_epoch_69.pth,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_eval/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2026_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2026_validation/submissions
EINV2,noncausal,E1,0.2,2027,validation,E1_OfflineEINV2_Velocity_seed2027,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2027/checkpoints/completion_20260904_E1_seed2027_epoch_87.pth,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_eval/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2027_validation/submissions
EINV2,noncausal,E1,0.2,2028,validation,E1_OfflineEINV2_Velocity_seed2028,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E1_OfflineEINV2_Velocity_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_train/ein_seld/E1_OfflineEINV2_Velocity_seed2028/checkpoints/completion_20260904_E1_seed2028_epoch_83.pth,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_eval/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2028_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E1_OfflineEINV2_Velocity_seed2026/out_infer/ein_seld/Completion_20260904_E1_OfflineEINV2_Velocity_seed2028_validation/submissions
EINV2,noncausal,E2,0.2,2026,validation,E2_OfflineEINV2_JEPAConsistency_seed2026,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2026_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e2_epoch_60.pth,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2026_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2026_validation/submissions
EINV2,noncausal,E2,0.2,2027,validation,E2_OfflineEINV2_JEPAConsistency_seed2027,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2027/checkpoints/completion_20260904_E2_seed2027_epoch_90.pth,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2027_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2027_validation/submissions
EINV2,noncausal,E2,0.2,2028,validation,E2_OfflineEINV2_JEPAConsistency_seed2028,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_train/ein_seld/E2_OfflineEINV2_JEPAConsistency_seed2028/checkpoints/completion_20260904_E2_seed2028_epoch_85.pth,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2028_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E2_OfflineEINV2_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E2_OfflineEINV2_JEPAConsistency_seed2028_validation/submissions
EINV2,noncausal,E3,0.2,2026,validation,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/checkpoints/rabbit02_gpu4_e3_epoch_88.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026_validation/submissions
EINV2,noncausal,E3,0.2,2027,validation,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027/checkpoints/completion_20260904_E3_seed2027_epoch_68.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2027_validation/submissions
EINV2,noncausal,E3,0.2,2028,validation,E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/configs/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation.yaml,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_train/ein_seld/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028/checkpoints/completion_20260904_E3_seed2028_epoch_85.pth,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_eval/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/results.csv,/work/zhanghc/Myllm/SELD/EINV2/E3_OfflineEINV2_Velocity_JEPAConsistency_seed2026/out_infer/ein_seld/Completion_20260904_E3_OfflineEINV2_Velocity_JEPAConsistency_seed2028_validation/submissions
Multi-ACCDOA,causal,C2_lambda005,0.05,2026,validation,pilot_v2_C2_lambda005_seed2026,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_pilot_v2_C2_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_pilot_v2_C2_lambda005_seed2026_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_pilot_v2_C2_lambda005_seed2026_validation_seed2026_validation_t050
Multi-ACCDOA,causal,C3_lambda005,0.05,2026,validation,supplemental_v2_C3_lambda005_seed2026,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/42_supplemental_v2_C3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_C3_lambda005_seed2026_validation_seed2026_validation_t050
Multi-ACCDOA,causal,C2_lambda005,0.05,2027,validation,promoted_v2_C2_lambda005_seed2027,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/41_promoted_v2_C2_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C2_lambda005_seed2027_validation_seed2027_validation_t050
Multi-ACCDOA,noncausal,A0,0,2026,validation,paper_v1_A0_seed2026,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_A0_seed2026_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_A0_seed2026_validation_seed2026_validation_t050
Multi-ACCDOA,causal,C0,0,2027,validation,paper_v1_C0_seed2027,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/35_paper_v1_C0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_C0_seed2027_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_C0_seed2027_validation_seed2027_validation_t050
Multi-ACCDOA,noncausal,A3_lambda005,0.05,2026,validation,supplemental_v2_A3_lambda005_seed2026,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/52_supplemental_v2_A3_lambda005_seed2026_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/52_supplemental_v2_A3_lambda005_seed2026_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_supplemental_v2_A3_lambda005_seed2026_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_supplemental_v2_A3_lambda005_seed2026_validation_seed2026_validation_t050
Multi-ACCDOA,causal,C1_lambda005,0.05,2028,validation,promoted_v2_C1_lambda005_seed2028,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2028_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2028_validation_seed2028_validation_t050
Multi-ACCDOA,causal,C1_lambda005,0.05,2027,validation,promoted_v2_C1_lambda005_seed2027,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/40_promoted_v2_C1_lambda005_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_promoted_v2_C1_lambda005_seed2027_validation_seed2027_validation_t050
Multi-ACCDOA,noncausal,A0,0,2027,validation,paper_v1_A0_seed2027,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2027_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2027_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_A0_seed2027_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_A0_seed2027_validation_seed2027_validation_t050
Multi-ACCDOA,noncausal,A0,0,2028,validation,paper_v1_A0_seed2028,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/manifests/32_paper_v1_A0_seed2028_eval_split0_multiaccdoa_foa.json#params,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/models/32_paper_v1_A0_seed2028_eval_split0_multiaccdoa_foa_model.h5,/work/zhanghc/Myllm/SELD/experiment_completion_20260904/results/Completion_20260904_paper_v1_A0_seed2028_validation.csv,/work/zhanghc/Myllm/SELD/DynamicCausalMultiACCDOA_TAU2020/runs/analysis/threshold_predictions/Completion_20260904_paper_v1_A0_seed2028_validation_seed2028_validation_t050
